0,0.3182193794157091
1,-0.266013846795782
2,0.38375810302161384
3,-0.12552755364601628
4,-0.13541100343993745
5,-0.04690900679037275
6,-0.07685307136346906
7,2.856825056082758
8,-0.7732059020058477
9,-0.5223867356896378
10,-0.14510237057599948
11,-0.11313845516292705
12,-0.1394592624933648
13,-0.09716669449475235
14,-0.23007955926530593
15,-0.10749630749158481
16,-0.22927462212020036
17,-0.23993308142223266
18,-0.22947815135810284
19,-0.17708053820815253
20,-0.06688094531730175
21,-0.025631607196938532
22,-0.11043397255874415
23,-0.17641756768129327
24,-0.10881137466839948
25,-0.16725778231366237
26,3.8936149741926096
27,-0.1610106589944719
28,-0.9587710259854857
29,-2.0226864156727107
