,2001,2011
0,-3.2632864868863445e-05,0.13140488137054876
1,0.0533652439381129,0.029293301538331686
2,0.1805701637673419,0.14285966057059954
3,0.060313363420190634,0.05384732670276421
4,0.029411088264265996,0.052119909247933666
5,0.031118595940952395,0.06758818166166529
6,0.06892880326488864,0.06235459410967979
7,-0.4593736154364454,0.5750993249345466
8,0.04633491476167228,-0.05935311518754783
9,0.030646096460058714,-0.01551524329719341
10,0.03832150182294616,0.050426063768766946
11,0.03958988488104727,0.056012678418565484
12,0.041796159334233605,0.051412359404875096
13,-0.34297889839027057,0.058804203517377654
14,,0.0355738530462902
15,0.03206058203027008,0.05699880619514432
16,0.09311962393435401,0.035714538991328544
17,-0.04749379399656919,0.033851666307819224
18,0.03910229151938044,0.035678966396186985
19,0.04131479531032421,0.04483695813327786
20,0.030020524551038128,0.06409751029310742
21,0.031044191041074986,0.07130701994358875
22,0.018088280396940232,0.05648536463179687
23,0.048836186231592804,0.04495283132371378
24,0.016230442371757123,0.056768960337385065
25,0.03339044453783784,0.046553767581444236
26,-0.6664059804648962,0.7563082184766401
27,0.020068121665065195,0.047645632273334085
28,,
29,,
30,0.08551072077275247,-0.09178596412733545
31,0.07044854449653087,-0.2777358149313441
