0,0.7552047669590375
1,2.318915312048527
2,0.8759722015683913
3,1.4663156470585328
4,0.19558462296862558
5,0.9575634409442345
6,1.0126494603831595
7,-0.48610203814698494
8,0.5846942818338811
9,-1.2058341022152683
10,-0.06335696780898113
11,-1.0350391967514156
12,0.4241453976370437
13,-1.470074375012048
14,-1.2713954506683236
15,0.293281533080681
16,-0.490651779412705
17,-0.8049559367405642
18,0.22512201959593614
19,-0.5194264571386673
20,-0.818850214739577
21,0.5814475596976902
22,-0.8792831397153086
23,-0.23234890420538865
24,-0.7871132352161201
25,-0.4085399228771028
26,0.7249243344988006
27,-0.3064231797509117
28,0.8551396419506619
29,-1.4511658353325585
30,2.2482639221015708
31,-1.2886634065948483
